filename,label,meter,alt_meter
/GTZAN/disco.00076.wav,four,4,2
/MAG/00534.wav,three,3,6
/GTZAN/hiphop.00074.wav,four,4,2
/FMA/122467.wav,three,3,6
/MAG/00109.wav,three,3,6
/MAG/00324.wav,three,3,6
/MAG/00630.wav,three,3,6
/FMA/009552.wav,four,4,2
/FMA/005238.wav,four,4,2
/FMA/004510.wav,four,4,2
/FMA/006357.wav,four,4,2
/MAG/00924.wav,three,3,6
/FMA/000584.wav,four,4,2
/GTZAN/disco.00001.wav,four,4,2
/MAG/00785.wav,three,3,6
/FMA/008576.wav,four,4,2
/MAG/00485.wav,three,3,6
/GTZAN/rock.00096.wav,four,4,2
/MAG/00133.wav,three,3,6
/GTZAN/jazz.00055.wav,four,4,2
/FMA/118725.wav,three,3,6
/GTZAN/disco.00009.wav,four,4,2
/FMA/007459.wav,four,4,2
/MAG/00798.wav,three,3,6
/GTZAN/hiphop.00048.wav,four,4,2
/FMA/005345.wav,four,4,2
/GTZAN/disco.00080.wav,four,4,2
/GTZAN/blues.00085.wav,four,4,2
/MAG/00155.wav,three,3,6
/GTZAN/country.00017.wav,four,4,2
/MAG/00623.wav,three,3,6
/GTZAN/disco.00072.wav,four,4,2
/GTZAN/country.00028.wav,four,4,2
/GTZAN/metal.00087.wav,four,4,2
/GTZAN/disco.00055.wav,four,4,2
/GTZAN/country.00002.wav,four,4,2
/FMA/006467.wav,four,4,2
/FMA/135041.wav,three,3,6
/FMA/067556.wav,three,3,6
/MAG/00278.wav,three,3,6
/FMA/108023.wav,three,3,6
/MAG/00122.wav,three,3,6
/GTZAN/blues.00035.wav,four,4,2
/GTZAN/rock.00015.wav,four,4,2
/FMA/031565.wav,three,3,6
/GTZAN/country.00025.wav,four,4,2
/FMA/130950.wav,three,3,6
/GTZAN/hiphop.00064.wav,four,4,2
/FMA/004072.wav,four,4,2
/MAG/00694.wav,three,3,6
/GTZAN/metal.00096.wav,four,4,2
/MAG/00860.wav,three,3,6
/FMA/007455.wav,four,4,2
/FMA/032230.wav,three,3,6
/FMA/005284.wav,four,4,2
/FMA/115924.wav,three,3,6
/GTZAN/blues.00053.wav,four,4,2
/MAG/00126.wav,three,3,6
/GTZAN/reggae.00091.wav,four,4,2
/MAG/00212.wav,three,3,6
/GTZAN/reggae.00056.wav,four,4,2
/MAG/00422.wav,three,3,6
/FMA/087967.wav,three,3,6
/FMA/003721.wav,four,4,2
/FMA/007453.wav,four,4,2
/FMA/131835.wav,three,3,6
/GTZAN/pop.00041.wav,four,4,2
/FMA/099485.wav,three,3,6
/FMA/006598.wav,four,4,2
/MAG/00111.wav,three,3,6
/GTZAN/disco.00099.wav,four,4,2
/FMA/117616.wav,three,3,6
/FMA/005246.wav,four,4,2
/GTZAN/hiphop.00041.wav,four,4,2
/MAG/00322.wav,three,3,6
/FMA/006783.wav,four,4,2
/FMA/005380.wav,four,4,2
/FMA/005219.wav,four,4,2
/GTZAN/rock.00063.wav,four,4,2
/FMA/007869.wav,four,4,2
/MAG/00872.wav,three,3,6
/MAG/0002.wav,three,3,6
/MAG/00276.wav,three,3,6
/FMA/006527.wav,four,4,2
/MAG/00773.wav,three,3,6
/FMA/082505.wav,three,3,6
/FMA/007492.wav,four,4,2
/GTZAN/jazz.00042.wav,four,4,2
/GTZAN/metal.00076.wav,four,4,2
/MAG/00293.wav,three,3,6
/FMA/007868.wav,four,4,2
/MAG/00741.wav,three,3,6
/GTZAN/hiphop.00028.wav,four,4,2
/GTZAN/metal.00086.wav,four,4,2
/GTZAN/pop.00052.wav,four,4,2
/FMA/005153.wav,four,4,2
/GTZAN/hiphop.00029.wav,four,4,2
/GTZAN/hiphop.00031.wav,four,4,2
/FMA/005258.wav,four,4,2
/MAG/00151.wav,three,3,6
/MAG/00311.wav,three,3,6
/FMA/021410.wav,three,3,6
/FMA/073585.wav,three,3,6
/MAG/00858.wav,three,3,6
/GTZAN/rock.00089.wav,four,4,2
/FMA/007762.wav,four,4,2
/MAG/00132.wav,three,3,6
/MAG/00782.wav,three,3,6
/GTZAN/jazz.00005.wav,four,4,2
/FMA/089477.wav,three,3,6
/MAG/00222.wav,three,3,6
/FMA/090721.wav,three,3,6
/MAG/00863.wav,three,3,6
/MAG/00464.wav,three,3,6
/GTZAN/pop.00064.wav,four,4,2
/MAG/00820.wav,three,3,6
/GTZAN/hiphop.00026.wav,four,4,2
/GTZAN/pop.00028.wav,four,4,2
/MAG/00879.wav,three,3,6
/MAG/00018.wav,three,3,6
/FMA/004022.wav,four,4,2
/MAG/00315.wav,three,3,6
/GTZAN/blues.00015.wav,four,4,2
/FMA/004835.wav,four,4,2
/MAG/0006.wav,three,3,6
/FMA/037781.wav,three,3,6
/FMA/099482.wav,three,3,6
/GTZAN/metal.00070.wav,four,4,2
/MAG/00236.wav,three,3,6
/FMA/080022.wav,three,3,6
/GTZAN/blues.00051.wav,four,4,2
/FMA/127867.wav,three,3,6
/MAG/00748.wav,three,3,6
/FMA/006385.wav,four,4,2
/GTZAN/disco.00084.wav,four,4,2
/GTZAN/disco.00060.wav,four,4,2
/FMA/007457.wav,four,4,2
/GTZAN/country.00021.wav,four,4,2
/FMA/001642.wav,four,4,2
/GTZAN/pop.00036.wav,four,4,2
/GTZAN/country.00061.wav,four,4,2
/FMA/000672.wav,four,4,2
/GTZAN/rock.00028.wav,four,4,2
/MAG/00617.wav,three,3,6
/MAG/00319.wav,three,3,6
/GTZAN/pop.00022.wav,four,4,2
/GTZAN/blues.00036.wav,four,4,2
/GTZAN/blues.00021.wav,four,4,2
/FMA/034526.wav,three,3,6
/GTZAN/classical.00023.wav,three,3,6
/GTZAN/disco.00031.wav,four,4,2
/GTZAN/reggae.00055.wav,four,4,2
/MAG/00718.wav,three,3,6
/FMA/127869.wav,three,3,6
/MAG/00119.wav,three,3,6
/MAG/00583.wav,three,3,6
/FMA/127866.wav,three,3,6
